	date	category_name	category_id	product_title	product_image	product_id	barcode	manufacturer	brand_name	offer_price	base_price	discount
238	10/24/2022	Парфюмерия	317	Туалетная вода Armand Basi In Red Woman женская 100 мл	https://api.bonjour-dv.ru/public_v1/products/86251/images/5c7e381c0fc7e1f038.jpg	86251	8427395940209	Armand Basi 	Armand Basi	4333	4333	0
239	10/24/2022	Парфюмерия	317	Туалетная вода Giorgio Armani Armani Code Absolu Pour Femme 100 мл	https://api.bonjour-dv.ru/public_v1/products/86255/images/c064361a0c06030180c0.jpg	86255	3614272407428	Giorgio Armani	Giorgio Armani	7999	7999	0
240	10/24/2022	Парфюмерия	317	Туалетная вода Antonio Banderas Her Golden Secret женская 80 мл	https://api.bonjour-dv.ru/public_v1/products/86436/images/6371b87a21c2cac000.jpg	86436	8411061946671	Antonio Banderas	Antonio Banderas	3124	3124	0
241	10/24/2022	Парфюмерия	317	Туалетная вода Dolce&Gabbana 3 L’Imperatrice женская 100 мл	https://api.bonjour-dv.ru/public_v1/products/86444/images/0e32190a8443219000.jpg	86444	3423473020615	Dolce & Gabbana	Dolce&Gabbana	5491	5491	0
242	10/24/2022	Парфюмерия	317	ТВ Number One Sexy 100 мл	https://api.bonjour-dv.ru/public_v1/products/86563/images/01c0e07031184c2703899c.jpg	86563	4680016720763	Парфюмерия	Jeanne Arthes	487	487	0
243	10/24/2022	Парфюмерия	317	Туалетная вода Narciso Rodriguez For Her Woman женская 30 мл	https://api.bonjour-dv.ru/public_v1/products/87591/images/c433313033303010.jpg	87591	3423478925557	Narciso Rodriguez	Narciso Rodriguez	4593	4593	0
244	10/24/2022	Парфюмерия	317	Духи Dolce&Gabbana Dolce Peony женские 30 мл	https://api.bonjour-dv.ru/public_v1/products/87811/images/17233573272500.jpg	87811	3423478640559	Dolce & Gabbana	Dolce&Gabbana	5748	5748	0
245	10/24/2022	Парфюмерия	317	Туалетная вода Lacoste Eau de Lacoste L.12.12 Pour Lui French Panache мужская 50 мл	https://api.bonjour-dv.ru/public_v1/products/87814/images/1a3a321a33bab00.jpg	87814	3614228228763	Lacoste	Lacoste	5748	5748	0
246	10/24/2022	Парфюмерия	317	Одеколон Юнитоп  Charle Парижский 82 мл	https://api.bonjour-dv.ru/public_v1/products/88199/images/c0c0c0c0c0800.jpg	88199	4630046811726	Парфюмерия	Юнитоп  Charle	91	91	0
247	10/24/2022	Парфюмерия	317	Парфюмерная вода Masaki Matsushima Masaki женская 40 мл	https://api.bonjour-dv.ru/public_v1/products/88665/images/90918924070e00.jpg	88665	3419020270404	Masaki Matsushima	Masaki Matsushima	2869	2869	0
248	10/24/2022	Парфюмерия	317	Парфюмерная вода Masaki Matsushima Fluo женская 40 мл	https://api.bonjour-dv.ru/public_v1/products/88667/images/1217921010000.jpg	88667	3419020275409	Masaki Matsushima	Masaki Matsushima	2809	2809	0
249	10/24/2022	Парфюмерия	317	Одеколон Бахташ Ttoynoy Salut 99 мл	https://api.bonjour-dv.ru/public_v1/products/88668/images/60e0e0e0e060c0c.jpg	88668	4606183000156	Бахташ ЗАО	Бахташ	44	44	0
250	10/24/2022	Парфюмерия	317	Туалетная вода Alan Bray L’Homme Strong мужская 100 мл	https://api.bonjour-dv.ru/public_v1/products/90611/images/307b490d010700.jpg	90611	4607084235326	ГК КЛАС	Alan Bray	1291	1291	0
251	10/24/2022	Парфюмерия	317	"НЗ Одеколон ""Красная Москва"" 100 мл (б/фут.)"	https://api.bonjour-dv.ru/public_v1/products/90896/images/6061616161600.jpg	90896	4603023445160	Парфюмерия	Новая заря	157	157	0
252	10/24/2022	Парфюмерия	317	Туалетная вода Trussardi Donna женская 30 мл	https://api.bonjour-dv.ru/public_v1/products/91370/images/3333333333232503.jpg	91370	8011530015039	Trussardi	Trussardi	3161	3161	0
253	10/24/2022	Парфюмерия	317	Туалетная вода Antonio Banderas Her Secret Desire женская 80 мл	https://api.bonjour-dv.ru/public_v1/products/92161/images/4b7b6e5b797900.jpg	92161	8411061944653	Antonio Banderas	Antonio Banderas	2847	2847	0
254	10/24/2022	Парфюмерия	317	Парфюмерная вода Armani Si Passione женская 30 мл	https://api.bonjour-dv.ru/public_v1/products/93175/images/2323333313330303.jpg	93175	3614271994721	Giorgio Armani	Armani	7579	7579	0
255	10/24/2022	Парфюмерия	317	Туалетная вода Dolce&Gabbana K By Dolce & Gabbana мужская 50 мл	https://api.bonjour-dv.ru/public_v1/products/93180/images/59191b594b5b1b19.jpg	93180	3423473042853	Dolce & Gabbana	Dolce&Gabbana	4874	4874	0
256	10/24/2022	Парфюмерия	317	Туалетная вода Dolce&Gabbana K By Dolce & Gabbana мужская 100 мл	https://api.bonjour-dv.ru/public_v1/products/93181/images/58191b5b4b5b1b1b.jpg	93181	3423473049456	Dolce & Gabbana	Dolce&Gabbana	7769	7769	0
257	10/24/2022	Парфюмерия	317	Туалетная вода Shakira S by Shakira Eau Florale женская 50 мл	https://api.bonjour-dv.ru/public_v1/products/93566/images/323716280000.jpg	93566	8411061722176	Shakira	Shakira	1604	1604	0
258	10/24/2022	Парфюмерия	317	Одеколон Бахташ  Шипровый аромат 99 мл	https://api.bonjour-dv.ru/public_v1/products/93904/images/6060e0e0e1e0c0c.jpg	93904	4606183000323	Бахташ ЗАО	Бахташ	44	44	0
259	10/24/2022	Парфюмерия	317	Туалетная вода Brocard Pink Taxi Beauty Time 50 мл	https://api.bonjour-dv.ru/public_v1/products/94966/images/b8bccea8eaa99989.jpg	94966	4670015728808	ООО Русское Парфюмерное Товарищество	Brocard	529	529	0
260	10/24/2022	Парфюмерия	317	Туалетная вода Brocard Pink Taxi Beauty Time 90 мл	https://api.bonjour-dv.ru/public_v1/products/94967/images/797d6d6b5b0000.jpg	94967	4670015728822	ООО Русское Парфюмерное Товарищество	Brocard	690	690	0
261	10/24/2022	Парфюмерия	317	Парфюмерная вода Christine Lavoisier Parfums Elle 1 Miami Dream 55 мл	https://api.bonjour-dv.ru/public_v1/products/94998/images/a0b2f2f37270700.jpg	94998	4607084085310	ГК КЛАС	Christine Lavoisier Parfums	853	853	0
262	10/24/2022	Парфюмерия	317	Парфюмерная вода Christine Lavoisier Parfums Elle 10 Secret Love 55 мл	https://api.bonjour-dv.ru/public_v1/products/94999/images/a2e16161e160600.jpg	94999	4607084085334	ГК КЛАС	Christine Lavoisier Parfums	477	840	43
263	10/24/2022	Парфюмерия	317	Парфюмерная вода Christine Lavoisier Parfums Elle 14 Rouge 55 мл	https://api.bonjour-dv.ru/public_v1/products/95000/images/a0f371f37270700.jpg	95000	4607084085426	ГК КЛАС	Christine Lavoisier Parfums	853	853	0
264	10/24/2022	Парфюмерия	317	Парфюмерная вода Christine Lavoisier Parfums Elle 19 Girl of Now 55 мл	https://api.bonjour-dv.ru/public_v1/products/95001/images/a0b3f1f37270700.jpg	95001	4607084085440	ГК КЛАС	Christine Lavoisier Parfums	853	853	0
265	10/24/2022	Парфюмерия	317	Парфюмерная вода Christine Lavoisier Parfums Elle 2 Eclat de Feminite 55 мл	https://api.bonjour-dv.ru/public_v1/products/95002/images/20b2f2f37270700.jpg	95002	4607084085464	ГК КЛАС	Christine Lavoisier Parfums	853	853	0
266	10/24/2022	Парфюмерия	317	Парфюмерная вода Christine Lavoisier Parfums Elle 3 Imperatrice 55 мл	https://api.bonjour-dv.ru/public_v1/products/95003/images/20b3f1f37270700.jpg	95003	4607084085488	ГК КЛАС	Christine Lavoisier Parfums	853	853	0
267	10/24/2022	Парфюмерия	317	Туалетная вода Christine Lavoisier Parfums The One 1 Gold Million мужская 100 мл	https://api.bonjour-dv.ru/public_v1/products/95004/images/56b636b6b0d00.jpg	95004	4607084084313	ГК КЛАС	Christine Lavoisier Parfums	903	903	0
268	10/24/2022	Парфюмерия	317	Туалетная вода Christine Lavoisier Parfums The One 8 Sport мужская 100 мл	https://api.bonjour-dv.ru/public_v1/products/95006/images/567656b6b0d00.jpg	95006	4607084084351	ГК КЛАС	Christine Lavoisier Parfums	903	903	0
269	10/24/2022	Парфюмерия	317	Туалетная вода Christine Lavoisier Parfums Elite Eclat de la lune 50 мл	https://api.bonjour-dv.ru/public_v1/products/95008/images/61f3f3e3e1800.jpg	95008	4607084084153	ГК КЛАС	Christine Lavoisier Parfums	422	562	24
270	10/24/2022	Парфюмерия	317	ТВ жен.Elite Florabomb ( Элит Флорабомб) 50 мл	https://api.bonjour-dv.ru/public_v1/products/95009/images/8733737b7b3c00.jpg	95009	4607084085075	Парфюмерия	Парфюмерия Эконом	422	562	24
271	10/24/2022	Парфюмерия	317	Туалетная вода Christine Lavoisier Parfums Elite La Vie Brilliante 50 мл	https://api.bonjour-dv.ru/public_v1/products/95010/images/17337333733c00.jpg	95010	4607084084191	ГК КЛАС	Christine Lavoisier Parfums	422	562	24
272	10/24/2022	Парфюмерия	317	Парфюмерная вода Today Parfum Prestige №19 Love Costa 17 мл	https://api.bonjour-dv.ru/public_v1/products/95043/images/3038767b0f050101.jpg	95043	4630015476123	Дельта Парфюм ПК	Today Parfum	242	242	0
273	10/24/2022	Парфюмерия	317	Туалетная вода Vinci Pretty Women Secret 90 мл	https://api.bonjour-dv.ru/public_v1/products/95044/images/37171517060600.jpg	95044	4610029283139	Дельта Парфюм ПК	Vinci	618	618	0
274	10/24/2022	Парфюмерия	317	Туалетная вода Today Parfum Formula Sexy №1 с феромонами 30 мл	https://api.bonjour-dv.ru/public_v1/products/95045/images/7071f16161606.jpg	95045	4610029282453	Дельта Парфюм ПК	Today Parfum	202	202	0
275	10/24/2022	Парфюмерия	317	Туалетная вода Today Parfum Formula Sexy №2 с феромонами 30 мл	https://api.bonjour-dv.ru/public_v1/products/95046/images/7191d1e1e1e04.jpg	95046	4610029282460	Дельта Парфюм ПК	Today Parfum	202	202	0
276	10/24/2022	Парфюмерия	317	Туалетная вода Today Parfum Formula Sexy №3 с феромонами 30 мл	https://api.bonjour-dv.ru/public_v1/products/95047/images/7071716161606.jpg	95047	4610029282477	Дельта Парфюм ПК	Today Parfum	202	202	0
277	10/24/2022	Парфюмерия	317	Туалетная вода Today Parfum Formula Sexy №4 с феромонами 30 мл	https://api.bonjour-dv.ru/public_v1/products/95048/images/7071716161606.jpg	95048	4610029282484	Дельта Парфюм ПК	Today Parfum	202	202	0
278	10/24/2022	Парфюмерия	317	Туалетная вода Today Parfum Victorious 100 мл	https://api.bonjour-dv.ru/public_v1/products/95049/images/23230331210000.jpg	95049	4630015479179	Дельта Парфюм ПК	Today Parfum	647	647	0
279	10/24/2022	Парфюмерия	317	Туалетная вода Today Parfum Absolute Blue Label 100 мл	https://api.bonjour-dv.ru/public_v1/products/95050/images/3272327270400.jpg	95050	4630015475003	Дельта Парфюм ПК	Today Parfum	242	242	0
280	10/24/2022	Парфюмерия	317	Туалетная вода Today Parfum Absolute Millioner 100 мл	https://api.bonjour-dv.ru/public_v1/products/95051/images/21313120000.jpg	95051	4630015475027	Дельта Парфюм ПК	Today Parfum	242	242	0
281	10/24/2022	Парфюмерия	317	Туалетная вода Mexx Ice Touch Woman женская 30 мл	https://api.bonjour-dv.ru/public_v1/products/95087/images/363636f65414f07.jpg	95087	737052824697	Mexx	Mexx	3775	3775	0
282	10/24/2022	Парфюмерия	317	Туалетная вода Parfums Constantine Gentleman №4 мужская 100 мл	https://api.bonjour-dv.ru/public_v1/products/95516/images/c0592e960c249a0800.jpg	95516	4605994031434	Parfums Constantine	Parfums Constantine	1150	1150	0
283	10/24/2022	Парфюмерия	317	Туалетная вода Parfums Constantine Gentleman №6 мужская 100 мл	https://api.bonjour-dv.ru/public_v1/products/95518/images/c0592e962c24920800.jpg	95518	4605994031458	Parfums Constantine	Parfums Constantine	1150	1150	0
284	10/24/2022	Парфюмерия	317	Парфюмерная вода Parfums Constantine Mademoiselle №3 женская 50 мл	https://api.bonjour-dv.ru/public_v1/products/95519/images/964b2d9caa66321000.jpg	95519	4660001938229	Parfums Constantine	Parfums Constantine	990	990	0
285	10/24/2022	Парфюмерия	317	Парфюмерная вода Parfums Constantine Mademoiselle №4 женская 50 мл	https://api.bonjour-dv.ru/public_v1/products/95520/images/904b2d9c8a66221800.jpg	95520	4660001938243	Parfums Constantine	Parfums Constantine	990	990	0
286	10/24/2022	Парфюмерия	317	Парфюмерная вода Prestigious Parfums Merazur Green женская 100 мл	https://api.bonjour-dv.ru/public_v1/products/95525/images/737d7527050907.jpg	95525	3551440556024	Prestige SAS	Prestigious Parfums	2692	2692	0
287	10/24/2022	Парфюмерия	317	Туалетная вода Marc Joseph Marconi мужская 90 мл	https://api.bonjour-dv.ru/public_v1/products/95527/images/37373313030000.jpg	95527	3551440504018	Prestige SAS	Marc Joseph	2928	2928	0
288	10/24/2022	Парфюмерия	317	Одеколон-спрей ШИПР м. 82мл	https://api.bonjour-dv.ru/public_v1/products/95627/images/40c0c0c0c0c0c.jpg	95627	4630046813126	Парфюмерия	Юнитоп  Charle	102	102	0
289	10/24/2022	Парфюмерия	317	Парфюмерная вода Donna Karan Dkny For Women женская 30 мл	https://api.bonjour-dv.ru/public_v1/products/95889/images/616060606060200.jpg	95889	763511099993	DKNY	Donna Karan	3873	3873	0
290	10/24/2022	Парфюмерия	317	Парфюмерная вода Cacharel Yes I Am женская 50 мл	https://api.bonjour-dv.ru/public_v1/products/96047/images/2303131303030303.jpg	96047	3614271775016	Cacharel	Cacharel	5956	5956	0
291	10/24/2022	Парфюмерия	317	Туалетная вода Today Parfum Formula Sexy №7 с феромонами 30 мл	https://api.bonjour-dv.ru/public_v1/products/96133/images/27071716161606.jpg	96133	4610029284716	Дельта Парфюм ПК	Today Parfum	202	202	0
292	10/24/2022	Парфюмерия	317	Туалетная вода Today Parfum Formula Sexy №9 с феромонами 30 мл	https://api.bonjour-dv.ru/public_v1/products/96134/images/27070716161606.jpg	96134	4610029284723	Дельта Парфюм ПК	Today Parfum	202	202	0
293	10/24/2022	Парфюмерия	317	Туалетная вода Today Parfum Show Girls Lovely 30 мл	https://api.bonjour-dv.ru/public_v1/products/97383/images/42f2b2b2b2b2d00.jpg	97383	4610029285393	Дельта Парфюм ПК	Today Parfum	345	345	0
294	10/24/2022	Парфюмерия	317	Туалетная вода Carolina Herrera Bad Boy мужская 50 мл	https://api.bonjour-dv.ru/public_v1/products/97821/images/b0f0f0f1f1f170f.jpg	97821	8411061926093	Carolina Herrera	Carolina Herrera	7496	7496	0
295	10/24/2022	Парфюмерия	317	Одеколон-спрей ПЕРВЫЙ м. 82мл	https://api.bonjour-dv.ru/public_v1/products/98126/images/40c0c0c0c0800.jpg	98126	4660001939202	Парфюмерия	Юнитоп  Charle	91	91	0
296	10/24/2022	Парфюмерия	317	Парфюмерная вода Today Parfum Formula Sexy №1 с феромонами 17 мл	https://api.bonjour-dv.ru/public_v1/products/98412/images/30183f3b0f070300.jpg	98412	4610029283948	Дельта Парфюм ПК	Today Parfum	242	242	0
297	10/24/2022	Парфюмерия	317	Парфюмерная вода Today Parfum Formula Sexy №2 с феромонами 17 мл	https://api.bonjour-dv.ru/public_v1/products/98413/images/20182f3b1f070300.jpg	98413	4610029283955	Дельта Парфюм ПК	Today Parfum	242	242	0
298	10/24/2022	Парфюмерия	317	Парфюмерная вода Today Parfum Formula Sexy №3 с феромонами 17 мл	https://api.bonjour-dv.ru/public_v1/products/98414/images/30183f1b0f070300.jpg	98414	4610029283962	Дельта Парфюм ПК	Today Parfum	242	242	0
299	10/24/2022	Парфюмерия	317	Парфюмерная вода Today Parfum Formula Sexy №4 с феромонами 17 мл	https://api.bonjour-dv.ru/public_v1/products/98415/images/30182f3b1f030300.jpg	98415	4610029283979	Дельта Парфюм ПК	Today Parfum	242	242	0
300	10/24/2022	Парфюмерия	317	Парфюмерная вода Today Parfum Formula Sexy №7 с феромонами женская 17 мл	https://api.bonjour-dv.ru/public_v1/products/98416/images/103c3b0f030200.jpg	98416	4610029284785	Дельта Парфюм ПК	Today Parfum	242	242	0
301	10/24/2022	Парфюмерия	317	Парфюмерная вода Today Parfum Formula Sexy №9 с феромонами 17 мл	https://api.bonjour-dv.ru/public_v1/products/98417/images/183e0f020000.jpg	98417	4610029284792	Дельта Парфюм ПК	Today Parfum	242	242	0
302	10/24/2022	Парфюмерия	317	Парфюмерная вода Bvlgari Rose Goldea женская 25 мл	https://api.bonjour-dv.ru/public_v1/products/98510/images/73153c151b1b694c.jpg	98510	783320502019	Bvlgari	Bvlgari	3799	3799	0
303	10/24/2022	Парфюмерия	317	Парфюмерная вода Vinci Pearl Black Pearl женская 100 мл	https://api.bonjour-dv.ru/public_v1/products/98895/images/417171317030700.jpg	98895	4610029284822	Дельта Парфюм ПК	Vinci	605	605	0
304	10/24/2022	Парфюмерия	317	Туалетная вода Today Parfum Parfum Cola Pink 50 мл	https://api.bonjour-dv.ru/public_v1/products/98899/images/1617170707161606.jpg	98899	4610029284235	Дельта Парфюм ПК	Today Parfum	229	229	0
305	10/24/2022	Парфюмерия	317	Туалетная вода Charle Versale Eau Fraiche мужская 100 мл	https://api.bonjour-dv.ru/public_v1/products/99101/images/2447470f47064952.jpg	99101	4630046811160	"ООО ""Южный поток"""	Charle	225	225	0
306	10/24/2022	Парфюмерия	317	Парфюмерная вода Moschino Toy Boy мужская 30 мл	https://api.bonjour-dv.ru/public_v1/products/99231/images/3525356566656501.jpg	99231	8011003845118	Moschino	Moschino	3887	3887	0
307	10/24/2022	Парфюмерия	317	Туалетная вода Christine Lavoisier Parfums Domenico&Gusto Instinct мужская 100 мл	https://api.bonjour-dv.ru/public_v1/products/99309/images/393f2d293931010f.jpg	99309	4607084083552	ГК КЛАС	Christine Lavoisier Parfums	721	721	0
308	10/24/2022	Парфюмерия	317	Туалетная вода Antonio Banderas Queen of Seduction женская 50 мл	https://api.bonjour-dv.ru/public_v1/products/99754/images/80403098c84c220800.jpg	99754	8411061982044	Antonio Banderas	Antonio Banderas	2242	2242	0
309	10/24/2022	Парфюмерия	317	Туалетная вода U&World Be Yourself Glimmer Smile 50 мл	https://api.bonjour-dv.ru/public_v1/products/100000/images/31f1f0f0f1b0b2c.jpg	100000	4607084088786	ГК КЛАС	U&World	602	602	0
310	10/24/2022	Парфюмерия	317	Духи Dolce&Gabbana Dolce Shine женские 30 мл	https://api.bonjour-dv.ru/public_v1/products/100108/images/212327077f2d6907.jpg	100108	3423473003953	Dolce & Gabbana	Dolce&Gabbana	4311	5748	25
311	10/24/2022	Парфюмерия	317	Духи Dolce&Gabbana Dolce Shine женские 50 мл	https://api.bonjour-dv.ru/public_v1/products/100109/images/212327077f2d6907.jpg	100109	3423473004851	Dolce & Gabbana	Dolce&Gabbana	5144	5144	0
312	10/24/2022	Парфюмерия	317	Туалетная вода Jimmy Choo Jimmy Choo Man 30 мл	https://api.bonjour-dv.ru/public_v1/products/100176/images/5130444c43272404.jpg	100176	3386460064132	Jimmy Choo	Jimmy Choo	2508	2508	0
313	10/24/2022	Парфюмерия	317	Парфюмерная вода Alan Bray Mademoiselle Bonbon 50 мл	https://api.bonjour-dv.ru/public_v1/products/101322/images/b85c34120ac52a7400.jpg	101322	4607084088373	ГК КЛАС	Alan Bray	778	778	0
314	10/24/2022	Парфюмерия	317	Туалетная вода Christine Lavoisier Parfums Clutch Collection Strawberry 14 мл	https://api.bonjour-dv.ru/public_v1/products/101324/images/381c0e060381c0e000.jpg	101324	4607084088137	ГК КЛАС	Christine Lavoisier Parfums	242	242	0
315	10/24/2022	Парфюмерия	317	Туалетная вода Christine Lavoisier Parfums Diamond Pink 60 мл	https://api.bonjour-dv.ru/public_v1/products/101325/images/1f071707070f0f03.jpg	101325	4607084088014	ГК КЛАС	Christine Lavoisier Parfums	452	602	24
316	10/24/2022	Парфюмерия	317	Туалетная вода City Parfum City Sexy Be a Flame 60 мл	https://api.bonjour-dv.ru/public_v1/products/101326/images/616161a160600.jpg	101326	4607084085655	ГК КЛАС	City Parfum	500	500	0
317	10/24/2022	Парфюмерия	317	Туалетная вода Corania Shaman Spirit мужская 100 мл	https://api.bonjour-dv.ru/public_v1/products/102069/images/0140b05b2d18cb75bad004.jpg	102069	3379502170304	Сержио Неро ООО	Corania	973	973	0
